# Pathway	SRR22212915	SRR22212916	SRR22212917	SRR22212919	SRR22212920	SRR22212921	SRR22212922	SRR22212927	SRR22212929	SRR22212932	SRR22212934	SRR22212935	SRR22212936	SRR22212938	SRR22212939	SRR22212940	SRR22212941	SRR22212944	SRR22212945	SRR22212946	SRR22212947	SRR22212950	SRR22212951	SRR22212953	SRR22212954	SRR22212957	SRR22212958	SRR22212960	SRR22212967	SRR22212971	SRR22212972	SRR22212973	SRR22212974	SRR22212977	SRR22212978	SRR22212981	SRR22212982	SRR22212984	SRR22212985	SRR22212987	SRR22212988	SRR22212990	SRR22212993	SRR22212994	SRR22212996	SRR22212997	SRR22213000	SRR22213002	SRR22213003	SRR22213004	SRR22213005	SRR22213008	SRR22213011	SRR22213015	SRR22213018	SRR22213019	SRR22213021	SRR22213022	SRR22213025	SRR22213030	SRR22213032	SRR22213034	SRR22213035	SRR22213037	SRR22213038	SRR22213040	SRR22213043	SRR22213044	SRR22213046	SRR22213049	SRR22213051	SRR22213053	SRR22213054	SRR22213055	SRR22213059	SRR22213065	SRR22213066	SRR22213068	SRR22213073	SRR22213074	SRR22213075	SRR22213078	SRR22213079	SRR22213080	SRR22213082	SRR22213083	SRR22213084	SRR22213085	SRR22213087	SRR22213088	SRR22213090	SRR22213091	SRR22213093	SRR22213094	SRR22213096	SRR22213098	SRR22213099	SRR22213101	SRR22213103	SRR22213104	SRR22213105	SRR22213107	SRR22213108	SRR22213109	SRR22213110	SRR22213114	SRR22213116	SRR22213117	SRR22213119	SRR22213122	SRR22213123	SRR22213124	SRR22213125	SRR22213126	SRR22213129	SRR22213131
PWY0-1261: anhydromuropeptides recycling I	135.349	205.531	0	236.992	146.558	113.384	129.937	123.798	218.773	267.144	0	233.505	0	148.394	254.639	0	230.961	256.422	197.867	41.7502	387.548	0	105.425	215.551	190.786	0	235.653	156.3	420.697	269.637	10.6797	0	288.272	37.2702	276.994	425.275	134.134	238.53	251.183	15.0266	111.45	33.5746	329.155	320.127	101.025	336.565	211.438	0	0	126.34	78.1333	328.296	0	264.578	24.4545	54.7124	238.384	0	299.873	123.544	240.645	268.953	42.0125	39.5052	0	0	277.164	32.867	0	384.438	345.673	46.4144	274.895	38.5504	0	0	87.5141	17.5314	0	154.121	194.622	0	23.1592	0	0	28.6469	6.55313	140.237	201.826	0	260.225	263.435	0	35.2609	164.54	287.02	130.602	233.013	229.723	144.943	286.699	203.482	163.548	78.6931	0	168.312	242.688	0	203.864	279.87	502.782	508.308	265.576	0	210.913	0
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	39.7688	109.227	0	0	0	0	0	0	0	175.724	0	170.911	0	46.9436	168.909	0	0	132.227	100.861	0	132.125	0	0	0	0	0	214.533	69.3213	0	145.93	7.37205	0	0	0	140.039	0	6.8651	17.606	172.48	6.12245	39.9995	1.29829	198.609	168.264	35.4767	147.311	8.0407	0	0	56.7699	2.91437	188.798	0	159.145	0	27.1694	0	0	57.8133	77.9556	16.3105	0	8.91045	18.335	0	0	0	5.42198	0	282.603	0	2.96958	129.598	0	0	0	8.80825	0	0	30.0683	0	0	0	0	0	0	1.10913	28.4737	0	0	130.619	0	0	0	67.0562	0	1.07545	89.0312	111.191	0	0	0	81.1002	0	0	0	91.6147	0	0	0	0	0	12.3836	0	122.393	0
PWY0-1296: purine ribonucleosides degradation	136.864	192.169	29.2077	402.701	158.402	80.8754	324.436	341.023	432.368	530.678	98.785	381.79	150.692	281.856	288.908	107.989	457.371	230.015	233.425	324.25	456.594	1353.2	320.139	448.716	464.465	1205.22	424.292	345.859	457.928	334.387	256.254	786.233	240.286	143.676	302.381	759.914	194.888	388.22	243.792	232.141	127.426	409.444	333.61	358.488	135.008	301.157	220.636	113.065	302.505	103.873	236.192	504.843	1193.51	309.266	818.984	380.628	216.112	995.213	338.436	272.861	325.471	344.782	132.071	126.392	988.339	27.8693	648.86	395.566	24.4017	579.728	385.596	231.728	356.531	426.314	284.143	105.547	250.092	298.198	971.757	232.356	394.824	799.818	298.489	152.991	1029.28	181.087	175.663	102.853	554.089	598.932	214.731	321.659	0	353.849	428.289	1360.51	337.047	426.382	567.284	334.538	308.526	299.993	241.4	108.348	227.214	260.217	353.108	1160.83	672.246	548.661	760.491	736.7	450.292	0	190.044	143.077
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	103.737	202.394	0	280.352	112.891	67.0005	253.168	225.145	205.15	303.214	0	248.377	12.1242	164.831	243.905	0	223.434	188.395	162.684	57.4202	313.068	639.214	38.9435	230.31	319.856	842.685	280.158	303.864	366.619	242.177	36.0685	572.894	232.723	98.9779	266.877	275.172	60.4514	222.839	208.343	43.8866	121.713	97.8069	305.288	282.323	130.961	303.73	151.432	57.0304	0	82.8071	9.3082	344.055	0	260.78	519.94	126.042	200.302	677.208	264.664	202.112	276.655	329.513	56.4702	83.7917	650.866	18.9038	409.725	25.0303	0	357.13	280.745	40.3727	247.213	26.4815	243.765	25.3118	50.9815	157.245	0	113.675	91.3202	85.8437	29.8406	108.574	32.4527	26.4624	29.6047	109.052	269.713	285.941	218.604	292.587	0	27.2325	248.626	456.893	63.1049	339.855	385.11	263.922	303.842	195.48	187.894	59.8224	149.404	74.8689	350.705	0	274.554	260.702	539.615	508.394	333.266	0	201.717	13.9375
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	101.484	272.371	0	262.791	147.395	75.1583	255.636	159.763	230.413	377.789	0	249.894	13.2029	244.881	304.653	8.0374	238.44	192.888	192.134	43.4264	304.418	595.165	47.7495	258.272	306.109	578.127	311.992	296.082	463.741	281.675	31.5318	281.385	241.906	88.3554	343.413	189.453	88.9158	264.374	286.557	42.647	132.08	74.8107	349.813	270.422	123.881	362.982	205.31	42.1872	0	71.0043	14.0677	327.892	0	289.281	235.88	122.367	253.742	389.027	238.241	214.121	281.589	324.345	49.5984	88.9696	430.616	11.7526	184.383	20.3495	0	397.02	280.422	21.1101	340.37	12.184	0	49.7573	40.4761	89.2725	0	140.662	95.9017	84.3549	44.8245	70.2986	127.966	20.8787	14.8531	109.626	301.963	178.912	291.123	357.82	0	82.3772	214.804	482.714	16.9494	354.286	390.753	291.446	332.806	220.484	171.93	87.7486	91.3441	121.473	441.952	149.351	282.373	221.229	376.458	360.408	357.659	0	320.56	68.5948
PWY0-1319: CDP-diacylglycerol biosynthesis II	149.254	221.589	0	296.978	139.207	87.8422	209.095	166.863	502.716	519.822	0	369.466	60.3102	367.238	358.113	0	722.954	265.288	336.359	639.099	326.921	122.522	428.689	485.527	469.695	480.093	455.706	473.804	310.068	341.635	415.983	349.866	242.695	49.3459	320.578	512.966	394.809	473.918	337.449	427.761	76.2845	444.178	352.436	306.595	100.506	283.054	213.894	73.0883	0	279.478	393.001	451.871	0	399.014	241.74	405.3	180.553	433.854	388.436	259.497	240.813	235.958	285.828	111.709	380.422	52.506	377.319	459.882	0	445.77	333.284	427.436	399.615	490.6	267.168	112.137	447.138	90.8133	0	147.295	545.272	61.3346	413.986	68.5711	225.118	429.772	252.128	148.023	524.623	315.156	216.82	258.444	404.994	467.6	254.619	402.91	437.31	263.777	302.976	247.678	281.326	256.485	303.523	116.463	172.905	413.528	233.633	0	415.23	357.639	460.084	391.849	351.684	0	238.512	38.5617
PWY0-1337: oleate &beta;-oxidation	73.7218	222.929	0	201.707	98.0441	76.7863	114.726	0	126.297	143.268	0	127.351	0	32.8884	128.615	0	193.565	105.901	111.573	4.36311	51.4164	0	12.0943	165.681	130.92	0	307.494	105.157	0	127.004	3.31713	0	261.846	0	121.308	0	34.3338	133.63	118.528	4.6339	63.6741	10.0598	235.835	230.402	75.663	212.132	78.3771	0	0	18.3825	1.35385	90.9192	0	161.197	15.7528	10.081	188.054	0	265.441	0	300.818	298.824	4.50969	0	0	0	0	4.67859	0	155.239	119.027	3.86223	175.756	0	0	0	2.1981	0	0	25.64	4.13963	0	5.9654	0	0	1.12879	1.04805	58.8398	192	0	258.258	260.964	942.073	6.22838	0	338.685	0.569964	127.711	138.624	116.551	344.036	102.942	35.3189	28.6227	0	39.2764	222.776	0	177.163	237.428	0	0	139.362	0	26.765	0
PWY0-1338: polymyxin resistance	39.416	184.248	0	24.7271	0	0	89.5748	0	115.469	163.489	0	115.509	0	30.431	127.426	0	126.999	89.0849	103.866	2.85353	90.1826	0	18.241	141.119	171.958	0	158.873	128.89	272.937	112.006	3.71992	0	55.5636	13.3281	86.2692	0	28.1677	117.356	116.182	5.33818	39.3565	5.18622	203.581	178.751	45.1327	228.668	53.44	0	0	33.77	1.42994	138.238	0	133.395	0	16.903	0	0	207.311	41.7857	214.371	221.103	4.00251	6.32477	0	0	0	1.98941	0	184.655	91.4334	2.49171	120.478	0	0	0	4.75779	0	0	18.8592	1.49928	0	7.55234	0	0	0	1.47886	45.5786	149.122	0	193.743	197.638	0	9.3295	36.7292	256.142	0	172.44	143.344	85.0919	235.562	74.285	43.5633	14.2365	0	42.5865	195.2	0	160.585	155.857	313.057	277.629	145.988	0	74.9675	0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	72.9925	216.076	0	0	0	0	111.938	47.7702	200.968	304.716	0	271.654	0	68.4176	268.739	0	228.978	235.604	198.499	10.8075	187.012	0	24.7113	223.4	225.062	0	257.213	147.93	0	270.995	10.1371	0	0	0	259.736	366.688	62.9931	211.833	220.915	11.0272	47.3966	14.6469	287.469	249.392	66.2916	294.703	93.7337	0	0	71.972	5.07315	316.273	0	212.798	0	28.3846	0	0	213.034	70.3539	253.009	243.224	16.891	35.4112	0	0	187.916	4.73172	0	313.706	150.225	9.83315	153.38	2.08747	0	0	12.0815	16.0684	0	84.6564	20.6032	0	12.7874	19.3552	6.8563	3.59906	4.10744	85.6939	302.911	0	241.695	218.614	0	20.017	62.7238	0	14.9266	232.408	217.826	99.2027	272.179	121.198	81.8033	32.9096	0	60.537	219.73	0	271.149	19.1473	351.378	375.008	217	0	269.89	0
PWY0-1477: ethanolamine utilization	145.691	390.577	0	285.719	134.52	103.958	297.678	347.001	452.846	659.902	0	517.642	8.48408	211.853	531.98	0	876.468	412.498	360.505	86.1463	464.004	812.005	98.4553	495.563	1003.83	1263.96	542.924	427.459	328.479	578.384	228.293	711.023	225.184	99.9016	391.417	301.164	222.034	667.798	646.642	190.927	250.488	315.179	557.71	477.669	309.783	743.725	422.093	0	0	148.824	107.174	644.57	0	521.632	350.39	382.699	188.632	943.135	410.888	416.415	360.329	373.707	63.1157	239.15	926.448	24.6063	152.132	73.1223	0	720.359	954.291	25.1294	413.191	72.5378	0	45.6104	109.768	163.615	0	153.972	227.986	3.02126	125.891	134.171	18.278	122.916	40.6785	422.089	785.221	327.428	387.541	417.584	1003.68	118.509	390.027	339.678	28.5318	479.546	543.786	326.524	418.195	650.752	251.796	107.909	145.755	193.467	482.868	0	815.227	233.272	1032.94	1041.67	691.018	0	629.472	0
PWY0-1479: tRNA processing	140.167	331.199	62.8803	323.75	223.665	187.284	223.179	74.7553	222.321	313.946	0	305.914	102.458	101.718	198.454	37.2858	241.326	253.83	138.149	110.42	265.08	0	62.0144	211.798	195.429	0	287.039	181.022	409.356	182.069	78.0543	0	271.198	36.4157	208.141	458.528	173.688	318.588	208.623	73.8784	301.248	195.26	339.831	188.062	321.545	412.802	175.733	50.9181	0	185.781	38.1034	443.428	0	223.625	37.2714	74.689	359.393	0	223.026	348.472	227.975	263.979	53.2286	124.761	0	0	189.559	85.066	64.7007	403.334	315.213	59.0165	244.037	70.0541	24.9085	239.401	120.599	19.8165	0	192.11	179.206	62.706	37.4943	46.9965	0	57.613	111.954	184.346	179.241	0	246.429	269.03	706.007	60.5993	264.625	673.69	77.3339	183.448	292.246	166.766	291.29	238.683	267.852	157.169	0	136.124	252.798	0	195.716	546.798	519.958	491.695	232.664	0	255.047	0
PWY0-1533: methylphosphonate degradation I	0	0	0	0	0	0	0	0	26.3947	34.1339	0	35.3893	0	0	9.49723	0	60.6555	16.0664	2.09071	0	0	0	6.24502	28.438	41.2974	0	73.4164	7.81978	303.204	2.86148	0.862714	0	0	0	4.7465	0	14.4413	65.5177	19.241	0.930401	0	0.729657	0	0	0	0	17.9828	0	0	0	0.676298	0	0	17.9463	0	3.87637	0	0	0	0	0	0	1.85176	0	0	0	0	0	0	48.3704	54.1033	1.81074	45.1411	0	0	0	1.01263	0	0	0	0	0	3.1255	0	0	1.05576	0	0	43.0834	0	0	0	0	6.15781	1.70247	0	0.634557	0	0	0	0	21.0214	4.35718	0	0	17.5592	0	0	37.1634	2.23623	0	0	25.4827	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	566.992	815.504	15.1765	995.286	473.801	345.474	311.414	220.907	1077.85	1279.15	19.0582	968.392	260.027	374.709	1025.2	164.311	954.687	926.169	946.143	413.442	883.29	1499.8	386.902	1167.83	1293.14	12.8746	1383.01	501.395	911.195	1107.65	417.859	0	1394.38	70.7167	879.611	948.972	473.084	970.856	1002.81	310.465	213.879	220.252	1244.2	1162.44	287.061	1246.01	499.457	433.021	0	604.75	423.527	1110.63	0	1062.13	343.277	284.138	1285.18	205.793	903.295	472.828	802.66	763.567	386.992	228.855	206.647	50.1286	887.353	388.824	27.1226	1513.94	848.276	467.373	1182.72	477.184	647.868	183.171	501.922	271.839	58.3699	568.14	420.69	279.237	354.456	201.518	178.603	371.335	283.926	530.56	1288.25	171.262	858.661	730.352	642.925	488.915	468.587	1459.08	505.899	573.147	897.254	294.5	755.987	614.356	624.781	341.471	113.471	444.181	989.767	44.568	1254.26	1259.53	1010.18	979.868	1311.85	6.61802	994.241	164.526
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	127.301	240.722	58.0468	306.905	269.876	230.549	281.871	314.798	108.378	24.1771	235.307	24.1928	207.113	358.031	146.553	191.684	97.1906	146.608	130.852	88.5504	181.684	700.852	159.302	30.1498	0	64.8537	44.9139	188.958	442.654	160.634	324.573	319.953	286.597	198.941	182.884	487.407	282.603	106.246	146.5	309.55	220.052	149.365	251.81	193.686	265.374	296.535	197.016	402.557	408.217	318.748	243.135	203.354	964.709	145.325	483.006	194.074	332.531	310.156	214.598	126.148	220.369	255.623	282.708	207.806	418.345	44.1555	470.093	175.958	0	217.475	233.722	354.111	243.173	170.181	337.696	266.715	325.912	255.464	932.928	396.02	345.032	836.523	129.828	224.158	772.759	340.159	153.218	125.944	0	445.484	262.186	273.165	468.141	150.93	200.989	329.572	215.78	238.785	301.15	259.365	304.575	129.305	260.792	151.143	258.776	198.121	209.291	944.743	52.9227	235.039	363.181	347.545	70.2603	0	200.375	256.29
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	105.527	216.706	0	241.082	0	0	204.516	31.6132	94.419	25.7256	0	24.3238	0	131.711	133.308	0	79.2023	125.26	125.458	4.76657	146.012	0	41.3465	32.0615	0	0	47.0274	153.146	404.401	140.981	16.0738	0	0	0	160.592	0	94.3068	90.3438	149.254	14.2548	78.5061	18.6466	278.577	208.957	152.665	237.496	143.4	0	0	104.371	14.6485	165.711	0	125.843	0	75.0054	0	0	190.112	84.1228	181.138	252.276	9.23726	0	0	0	0	6.08975	0	209.623	152.532	9.11151	153.434	1.62284	0	0	30.9224	11.4043	0	118.101	20.5772	61.8628	20.6601	22.9828	0	0	7.0002	99.5485	0	0	274.674	213.608	0	36.118	100.957	308.385	10.0763	198.485	265.921	208.724	255.499	97.8686	167.105	85.114	0	84.9543	195.382	0	56.0193	275.688	0	0	69.0114	0	170.431	0
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)	175.092	276.206	0	323.784	247.992	176.865	181.348	45.0324	216.093	219.124	0	205.693	0	63.2768	272.678	0	279.341	199.558	151.023	6.94429	214.196	0	34.534	414.029	436.789	181.608	457.868	167.013	417.039	195.307	10.2709	87.6854	445.525	13.6735	204.152	37.0148	69.3975	229.705	141.495	10.1646	75.2902	17.4531	588.058	422.338	119.664	927.78	140.405	0	0	134.42	2.75531	268.908	0	265.995	89.5089	41.7219	393.302	174.338	386.405	105.578	414.772	329.644	8.76547	29.6742	160.917	0	15.5223	7.50728	0	519.32	131.888	8.8185	326.874	0	74.9447	8.93073	7.68384	26.2875	0	73.9419	10.3681	14.3889	21.019	48.8206	0	3.28563	10.1088	166.274	305.108	0	287.195	350.493	0	22.9592	85.6384	367.385	0.431546	250.991	323.061	197.928	344.668	164.955	92.1431	102.019	20.0864	84.2636	580.086	0	426.889	319.725	0	0	352.831	0	352.715	12.8905
PWY0-41: allantoin degradation IV (anaerobic)	11.2834	0	0	0	0	0	0	0	20.4466	90.1811	0	70.4229	0	12.6761	38.1284	0	28.1457	43.5908	44.2081	0	68.7094	0	1.14861	6.50756	8.9336	0	67.3913	6.11274	0	35.4397	0.527264	0	0	0	49.0545	0	2.36892	29.733	45.7646	0.241517	0	0.487003	217.478	170.089	0	0	35.0729	0	0	19.5903	0.442721	72.4694	0	52.8337	0	4.77874	0	0	19.9279	0	5.99392	0	1.26326	0	0	0	0	0.451191	0	5.58115	9.68558	0.2092	34.7684	0	0	0	0.407002	0	0	0	0	0	0.576768	0	0	0	0	0	47.6736	0	0	0	0	1.05149	2.81122	0	0	0	0	0	0	9.6556	14.9959	1.0809	0	2.81308	0	0	54.2872	0	0	0	40.6992	0	0	0
PWY0-42: 2-methylcitrate cycle I	27.5939	0	0	0	0	0	4.04035	0	110.279	173.567	0	147.271	0	32.5988	157.251	0	124.108	109.893	79.7747	2.30992	66.8085	0	15.4973	115.78	142.373	0	119.807	25.78	23.8862	110.933	4.72926	0	0	0	127.345	0	26.5154	92.0027	153.696	2.8263	0	8.99143	159.618	136.47	0	0	40.7821	0	0	36.7785	1.91485	120.022	0	128.211	0	21.1327	0	0	52.1675	40.831	10.5499	0	4.60496	0	0	0	0	2.46404	0	149.161	65.5766	2.6902	83.0916	0	0	0	9.29519	0	0	19.8414	3.57414	0	9.57085	4.77902	0	1.41759	0.745348	0	126.471	0	0	18.1923	0	11.4824	36.6036	0	0.337679	0	0	0	0	46.5292	73.8257	10.8114	0	40.029	0	0	121.362	0	0	0	85.255	0	0	0
PWY0-461: L-lysine degradation I	8.05591	0	0	0	0	0	5.51039	0	67.4217	98.2878	0	75.4769	0	23.9641	84.7186	0	70.205	57.6474	49.0087	1.53193	91.9425	0	10.7143	73.9387	93.1638	0	52.1769	15.4958	0	89.8101	3.44263	0	0	0	69.5454	0	17.9042	74.2314	80.8078	4.85638	0	5.92308	149.98	130.612	0	0	28.5596	0	0	31.7046	0.692081	121.403	0	68.6249	0	9.08102	0	0	3.13416	55.7029	0	0	3.35975	0	0	0	0	0.588256	0	145.822	54.6574	1.36551	48.3148	0	0	0	0	0	0	20.0885	0.969963	0	6.19556	0	0	1.21664	0.110369	0	76.1068	0	0	6.79733	0	7.27394	32.4349	0	0.726809	0	0	0	0	24.6118	8.80042	14.0532	0	28.3089	0	0	85.2622	0	0	0	73.1442	0	0	0
PWY0-781: aspartate superpathway	223.801	175.528	0	238.93	255.213	253.499	251.14	0	293.568	311.748	0	298.579	42.7618	106.942	217.991	0	288.17	220.905	134.28	44.8159	242.531	0	75.1967	304.796	311.41	0	323.728	212.733	0	211.755	40.6221	0	0	79.0971	221.734	0	208.888	298.221	199.443	33.365	234.646	69.6219	295.023	244.969	253.833	0	258.617	111.953	0	144.521	24.9808	308.89	0	237.533	0	83.3892	289.791	0	213.875	167.801	150.461	0	60.5666	247.188	0	0	52.8866	30.6206	0	289.133	311.006	27.3701	292.477	48.515	0	0	56.5584	0	0	199.461	14.346	50.797	57.3277	55.3	0	9.50427	18.3867	328.108	282.142	0	206.192	133.565	0	95.2721	208.937	0	12.4625	188.809	0	253.288	46.709	262.786	302.105	205.334	86.1101	187.41	0	0	335.088	273.538	0	0	306.4	0	114.116	122.142
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	215.415	182.085	0	237.99	103.669	101.671	128.478	0	336.694	329.647	0	183.764	0	99.1599	238.326	0	258.48	180.253	128.485	23.9612	193.826	0	215.769	495.798	349.971	0	390.512	173.236	339.108	242.209	234.051	0	276.191	23.8776	234.382	0	164.48	262.823	249.173	248.951	65.1784	16.3514	293.548	234.537	144.905	397.518	198.125	0	0	331.559	215.502	303.033	0	224.64	0	287.487	249.475	0	298.52	351.204	247.783	297.532	254.86	28.1182	0	0	0	119.346	0	311.632	347.008	315.04	346.239	255.927	0	0	176.422	0	0	44.4526	145.55	0	34.1503	0	0	253.838	64.5934	117.603	379.742	0	190.964	250.11	29.5083	38.7222	272.348	518.521	194.864	126.392	245.547	149.605	307.13	198.374	103.748	55.6883	0	236.71	211.613	0	419.065	267.948	363.949	368.594	348.475	0	195.419	0
PWY0-862: (5Z)-dodecenoate biosynthesis I	194.789	519.503	117.243	319.237	191.613	146.764	405.333	503.754	465.035	339.352	127.851	326.874	125.294	412.862	467.559	225.059	330.669	468.844	382.409	556.564	483.832	0	208.645	388.106	461.852	1131.93	394.142	296.181	488.967	417.519	119.901	661.408	461.176	195.157	439.609	813.127	314.07	351.066	744.565	124.753	269.91	127.068	401.884	365.668	245.55	393.922	328.875	279.597	0	183.007	159.173	365.114	0	382.887	355.278	188.063	373.677	728.875	404.726	399.77	411.06	481.111	82.261	194.792	633.541	89.9057	419.741	153.023	106.264	415.841	306.581	71.7967	475.554	42.3294	192.951	176.108	204.999	300.803	0	366.629	127.842	74.3154	253.874	182.719	153.62	74.6365	311.724	164.511	447.322	335.963	432.529	471.858	0	342.74	263.881	464.916	70.1508	332.654	468.121	378.132	427.511	322.794	318.351	257.594	219.606	311.368	423.548	0	452.498	366.737	705.24	713.201	362.848	93.8858	330.525	153.93
PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)	0	0	0	0	108.882	0	0	140.682	0	0	0	0	38.1522	0	0	0	0	19.7026	0	0	37.3283	0	0	0	0	0	0	0	0	0	0	0	0	100.791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.1708	0	55.8273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.758	0	0	0	36.8264	49.2281	0	140.512	0	0	0	0	0	70.1297	75.2824	0	0	0	0	159.58	0	0	0	0	0	0	0	18.7292	0	34.6748	0	63.2244	0	0	67.7395	0	0	0	0	0	0	0	14.1568	0	0	0
PWY1G-0: mycothiol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47726	0	0	0	0	0	0	0	0	2.64774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.53568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY1ZNC-1: assimilatory sulfate reduction IV	38.578	241.874	16.2324	191.437	118.998	60.5536	116.865	42.9305	149.962	173.945	76.4807	179.83	0	59.0521	253.841	48.0443	123.899	172.476	190.425	8.47442	131.198	437.031	18.5378	181.068	176.917	16.9825	195.535	138.131	327.06	290.283	8.54345	0	262.504	48.5202	238.527	0	34.3158	133.214	286.913	11.78	77.0854	13.3234	251.484	233.497	72.3537	349.257	65.5933	23.7564	306.426	59.8421	5.86853	222.321	984.702	233.348	74.4283	27.0168	126.628	38.6008	235.319	65.6126	274.829	303.631	8.29349	47.9905	147.013	0	0	5.67683	0	352.569	155.17	4.27688	162.932	3.89105	0	0	6.52447	7.43023	890.469	25.5711	3.88847	796.078	26.2363	0	332.978	7.58788	3.07452	94.7601	199.338	199.425	247.857	262.958	0	15.4037	62.3168	353.943	13.7509	247.865	229.593	98.8115	337.14	81.8033	54.9566	19.1025	0	46.6647	237.844	933.049	196.876	237.485	0	0	180.026	0	421.435	14.313
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	132.51	45.5435	0	86.7342	168.883	82.6028	19.6746	0	47.9886	26.0751	0	136.571	107.585	134.901	10.2335	0	146.098	101.529	0	92.8337	124.317	120.348	39.8498	25.5328	0	0	8.21432	53.8403	268.536	0	7.34643	0	0	0	0	0	56.9266	98.5934	0	9.13181	0	49.6297	96.0818	0	0	0	139.677	123.521	0	93.729	29.2461	165.618	0	0	86.514	21.5973	130.517	10.9661	0	138.796	0	0	45.8163	19.8953	66.2791	565.573	0	7.98807	17.5932	0	195.827	2.78961	162.649	12.9447	285.664	507.177	10.3331	117.933	0	72.4054	101.349	0	15.1581	25.6296	65.0785	142.536	1.33605	33.4192	0	0	61.0634	0	0	26.0808	200.093	0	24.9851	49.9916	0	0	0	133.272	144.465	119.211	40.7991	84.6662	0	0	22.2281	86.9737	0	0	40.0734	0	22.0631	23.7609
PWY490-3: nitrate reduction VI (assimilatory)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435693	0	0	4.2617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82652	0	0	0	0	0	2.25315	0	0	7.58065	0	0	0	0	0	2.85083	0	0	1.43541	0.66738	0	0	0	0	0	0	0	0	0	2.42215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	129.602	221.912	0	249.427	120.281	78.259	151.155	154.491	367.52	405.927	0	330.851	16.8028	204.633	290.377	0	443.167	249.592	260.023	80.9226	243.605	54.141	238.836	463.572	326.955	0	372.771	347.856	352.994	283.094	105.549	0	184.875	34.6968	287.568	441.439	208.156	376.314	296.806	134.64	88.2276	73.807	347.059	298.429	98.699	291.692	209.416	87.921	0	183.832	97.8775	366.447	0	310.599	67.0049	272.745	180.4	17.9122	321.926	210.209	252.49	255.608	75.1394	85.37	0	54.4799	316.784	182.478	0	410.663	295.81	140.091	353.945	77.0458	236.382	87.7141	149.551	17.2117	0	152.622	293.716	20.7404	86.9598	25.098	67.8771	152.598	11.1014	128.747	375.563	0	226.534	269.411	390.8	141.921	219.673	325.569	192.587	252.817	283.66	178.474	283.132	238.667	251.844	116.9	0	224.984	248.074	0	350.961	250.469	432.488	381.112	306.304	0	269.382	42.8147
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	129.602	221.912	0	249.427	120.281	78.259	151.155	154.491	367.52	405.927	0	330.851	16.8028	204.633	290.377	0	443.167	249.592	260.023	80.9226	243.605	54.141	238.836	463.572	326.955	0	372.771	347.856	352.994	283.094	105.549	0	184.875	34.6968	287.568	440.779	208.154	376.314	296.806	134.64	88.2276	73.807	347.059	298.429	98.699	291.692	209.416	87.921	0	183.832	97.8775	366.447	0	310.599	67.0049	272.745	180.4	17.9122	321.926	210.209	252.49	255.608	75.1394	85.37	0	54.4799	316.784	182.478	0	410.663	295.81	140.091	353.945	77.0458	234.041	87.6708	149.551	17.2117	0	152.622	293.716	20.7404	86.9598	25.098	65.5548	152.598	11.1014	128.747	375.563	0	226.534	269.411	390.8	141.921	219.673	325.569	192.587	252.817	283.66	178.474	283.132	238.667	251.844	116.9	0	224.984	248.074	0	350.961	250.469	432.488	381.112	305.762	0	269.382	42.8147
